nreqs,ctxlen,prefixlen,relay,Memory (GB),Lantency (us),KV mem (GB),Prefix KV mem (GB),cache_op,attn_usr,attn_sys,relay_fusion,others
8,128,4096,false,0.908066816,1351.7456827685237,0.899678304,0.0,10,1328,0,0,13.745682768523693
8,128,4096,true,0.144703488,229.97321095317602,0.027263072,0.109052,9,35,169,1,15.973210953176022
8,128,8192,false,1.801453568,2648.9569107070565,1.772093536,0.0,10,2625,0,0,13.956910707056522
8,128,8192,true,0.253755392,385.41993126273155,0.027263072,0.218103904,9,35,331,1,9.419931262731552
8,128,16384,false,3.546284032,5245.0885670259595,3.516924,0.0,9,5216,0,0,20.08856702595949
8,128,16384,true,0.4718592,712.7010496333241,0.027263072,0.436207712,9,36,656,1,10.701049633324146
8,256,64,false,0.077594624,109.4770897179842,0.068157536,0.0,9,95,0,0,5.4770897179841995
8,256,64,true,0.060817408,93.48411113023758,0.054526048,0.001704032,9,70,7,1,6.484111130237579
8,256,128,false,0.090177536,127.85949278622864,0.081789024,0.0,9,111,0,0,7.859492786228643
8,256,128,true,0.081788928,102.35575959086418,0.054526048,0.003407968,9,75,11,1,6.3557595908641815
8,256,256,false,0.11534336,167.9770089685917,0.109052,0.0,9,146,0,0,12.97700896859169
8,256,256,true,0.081788928,121.07790913432837,0.054526048,0.00681584,9,78,18,1,15.077909134328365
8,256,512,false,0.169869312,251.33172050118446,0.163577952,0.0,9,232,0,0,10.331720501184464
8,256,512,true,0.081788928,124.98325202614069,0.054526048,0.013631584,9,72,28,1,14.98325202614069
8,256,1024,false,0.278921216,415.1621414348483,0.272629856,0.0,9,397,0,0,9.162141434848309
8,256,1024,true,0.090177536,141.39818958938122,0.054526048,0.027263072,9,73,47,2,10.398189589381218
8,256,2048,false,0.497025024,749.7457461431623,0.490733664,0.0,9,724,0,0,16.74574614316225
8,256,2048,true,0.11534336,189.33353014290333,0.054526048,0.054526048,9,74,89,1,16.333530142903328
8,256,4096,false,0.93323264,1389.1910295933485,0.92694128,0.0,10,1367,0,0,12.191029593348503
8,256,4096,true,0.169869312,260.9745226800442,0.054526048,0.109052,9,72,169,1,9.974522680044174
8,256,8192,false,1.826619392,2690.059831365943,1.799356512,0.0,9,2662,0,0,19.059831365942955
8,256,8192,true,0.278921216,426.99163779616356,0.054526048,0.218103904,9,70,330,1,16.99163779616356
8,256,16384,false,3.571449856,5282.221818342805,3.544186976,0.0,9,5251,0,0,22.22181834280491
